City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Nova Olimpia,BR,-14.7972,-57.2881,67.03,98,100,5.26,overcast clouds
345,Kihei,US,20.785,-156.4656,72.84,81,0,6.91,clear sky
346,Tabou,CI,4.423,-7.3528,82.62,80,96,8.68,light rain
347,Ixtapa,MX,20.7,-105.2,74.23,83,40,5.75,scattered clouds
348,Jiwani,PK,25.05,61.7417,87.31,60,0,16.15,clear sky
349,Ridgecrest,US,35.6225,-117.6709,70.65,35,0,1.99,clear sky
350,Pathein,MM,16.7833,94.7333,85.48,72,97,9.84,very heavy rain
351,Camapua,BR,-19.5314,-54.0439,62.64,84,99,10.4,overcast clouds
352,Braganca,BR,-1.0536,-46.7656,81.9,82,87,4.56,overcast clouds
353,Nkowakowa,ZA,-23.8878,30.2871,72.82,49,78,9.37,broken clouds
354,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.94,78,89,1.68,overcast clouds
355,Samarai,PG,-10.6167,150.6667,80.13,75,25,1.07,scattered clouds
356,Srednekolymsk,RU,67.45,153.6833,31.48,99,99,3.42,overcast clouds
357,Kouvaras,GR,37.8333,23.9667,83.52,42,20,10.36,few clouds
358,Vila Do Maio,CV,15.1333,-23.2167,86.79,85,38,15.43,scattered clouds
359,South River,US,40.4465,-74.386,69.06,91,57,5.53,broken clouds
360,Pyay,MM,18.8167,95.2167,83.73,72,73,6.73,broken clouds
361,Urumqi,CN,43.801,87.6005,70.75,40,40,8.95,scattered clouds
362,Tilichiki,RU,60.4667,166.1,33.51,96,100,4.99,overcast clouds
363,Oistins,BB,13.0667,-59.5333,80.69,83,40,39.12,scattered clouds
364,Hambantota,LK,6.1241,81.1185,86.34,79,40,17.27,scattered clouds
365,Teguldet,RU,57.3064,88.1667,72.09,34,66,7.27,broken clouds
366,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,70,82,7.7,broken clouds
367,Saint-Augustin,CA,51.226,-58.6502,41.25,54,100,8.99,overcast clouds
368,Chapais,CA,49.7834,-74.8492,53.38,84,87,6.53,overcast clouds
369,Vaitape,PF,-16.5167,-151.75,81.61,68,70,9.08,light rain
370,Jumla,NP,29.2747,82.1838,71.4,30,88,6.76,overcast clouds
371,Iqaluit,CA,63.7506,-68.5145,24.53,86,100,8.05,overcast clouds
372,Luau,AO,-10.7073,22.2247,82.38,31,1,4.27,clear sky
373,Linxia,CN,35.6003,103.2064,57.63,40,0,6.02,clear sky
374,San Quintin,MX,30.4833,-115.95,57.74,87,80,12.37,broken clouds
375,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,49.98,70,2,6.42,clear sky
376,Jacareacanga,BR,-6.2222,-57.7528,74.97,98,100,1.12,overcast clouds
377,Beringovskiy,RU,63.05,179.3167,32.16,88,19,7.34,few clouds
378,Itarema,BR,-2.9248,-39.9167,81.05,80,93,12.59,overcast clouds
379,Tsiroanomandidy,MG,-18.7667,46.0333,79.41,36,17,2.98,few clouds
380,Niquero,CU,20.0431,-77.5828,78.4,77,56,4.85,broken clouds
381,Waipawa,NZ,-41.4122,175.5153,52.02,95,23,5.03,few clouds
382,Guerrero Negro,MX,27.9769,-114.0611,58.93,93,99,14.67,overcast clouds
383,Norman Wells,CA,65.282,-126.8329,32.04,93,20,4.61,few clouds
384,Constitucion,CL,-35.3333,-72.4167,52.5,61,65,4.45,broken clouds
385,Candolim,IN,15.5181,73.7626,89.6,66,40,17.27,scattered clouds
386,Plettenberg Bay,ZA,-34.0527,23.3716,79.14,32,0,3.51,clear sky
387,Suntar,RU,62.1444,117.6319,42.82,80,100,3.58,overcast clouds
388,Olafsvik,IS,64.8945,-23.7142,48.81,77,100,6.38,overcast clouds
389,Fairfax,US,38.8501,-77.3497,66.06,95,40,3.44,scattered clouds
390,Magadan,RU,59.5667,150.8,40.53,89,97,18.99,overcast clouds
391,Anloga,GH,5.7947,0.8973,83.75,76,99,11.39,overcast clouds
392,Matagami,CA,49.7502,-77.6328,50.11,76,0,9.22,clear sky
393,Baley,RU,51.6,116.6333,54.21,33,74,5.08,broken clouds
394,Saint-Paul,RE,-21.0096,55.2707,77.11,79,30,2.13,scattered clouds
395,Burnie,AU,-41.0667,145.9167,45.91,86,62,14.92,broken clouds
396,Dakar,SN,14.6937,-17.4441,95.88,65,0,4.61,clear sky
397,Estelle,US,29.8458,-90.1067,78.78,82,75,3.0,broken clouds
398,Volchikha,RU,52.0333,80.3833,77.07,32,93,5.46,overcast clouds
399,Byron Bay,AU,-28.65,153.6167,71.71,93,58,1.25,light rain
400,Kodiak,US,57.79,-152.4072,33.31,80,0,6.91,clear sky
401,Verkhnevilyuysk,RU,63.4453,120.3167,40.78,75,97,5.79,overcast clouds
402,Kota Kinabalu,MY,5.9749,116.0724,85.98,74,20,0.0,few clouds
403,Tikapur,NP,28.5,81.1333,108.05,14,24,5.7,few clouds
404,Umea,SE,63.8284,20.2597,49.93,40,0,16.11,clear sky
405,Lorengau,PG,-2.0226,147.2712,81.01,72,59,5.91,broken clouds
406,Stefanestii De Jos,RO,44.5333,26.2,78.82,34,0,8.01,clear sky
407,Tomiya,JP,38.3931,140.8861,54.79,92,100,4.12,overcast clouds
408,Muisne,EC,0.6,-80.0333,76.71,91,100,12.37,light rain
409,Carnarvon,AU,-24.8667,113.6333,72.34,46,0,9.78,clear sky
410,Merauke,ID,-8.4667,140.3333,78.84,70,32,9.28,scattered clouds
411,Bath,GB,51.3779,-2.3591,67.37,82,89,16.53,overcast clouds
412,Ola,RU,59.5833,151.2833,41.14,83,98,18.25,overcast clouds
413,Asau,RO,46.4333,26.4,72.52,65,53,2.64,broken clouds
414,Mugla,TR,37.2303,28.3557,77.38,30,1,8.68,clear sky
415,Big Spring,US,32.2504,-101.4787,72.05,80,0,19.57,clear sky
416,Gat,IL,31.61,34.7642,81.39,41,94,14.2,overcast clouds
417,Rantepao,ID,-2.9701,119.8978,69.4,99,100,1.03,moderate rain
418,Ambilobe,MG,-13.2,49.05,86.88,49,6,2.21,clear sky
419,Cambrai,FR,50.1667,3.4167,70.11,58,100,13.22,overcast clouds
420,Taiyuan,CN,37.8694,112.5603,73.26,12,0,6.71,clear sky
421,Akot,IN,21.0964,77.0586,106.3,12,2,13.98,clear sky
422,Cascais,PT,38.6979,-9.4215,69.66,84,100,16.11,light intensity drizzle
423,Finschhafen,PG,-6.6024,147.8681,80.28,82,73,8.79,broken clouds
424,Haines Junction,CA,60.7522,-137.5108,37.35,75,82,1.14,broken clouds
425,Ahipara,NZ,-35.1667,173.1667,64.15,95,58,7.2,broken clouds
426,Loviisa,FI,60.4566,26.2251,55.29,40,69,11.16,broken clouds
427,Husavik,IS,66.0449,-17.3389,54.32,59,99,7.9,overcast clouds
428,Carutapera,BR,-1.195,-46.02,82.69,81,93,7.96,overcast clouds
429,Santiago,CL,-33.4569,-70.6483,57.25,60,10,0.0,mist
430,Svobodnyy,RU,51.4,128.1333,49.01,43,83,10.27,broken clouds
431,Puri,IN,19.8,85.85,91.92,83,2,18.25,clear sky
432,Orange Cove,US,36.6244,-119.3137,67.6,53,99,2.06,overcast clouds
433,Waterloo,CA,43.4668,-80.5164,55.47,94,100,4.61,moderate rain
434,Voila,RO,45.8167,24.85,71.82,46,72,8.95,broken clouds
435,Dargaville,NZ,-35.9333,173.8833,63.01,96,83,7.11,broken clouds
436,Aklavik,CA,68.2191,-135.0107,30.83,95,100,13.2,light snow
437,San Cristobal,VE,7.7669,-72.225,73.58,73,100,4.05,overcast clouds
438,Shu,KZ,43.5983,73.7614,80.1,31,64,1.59,broken clouds
439,Baijiantan,CN,45.6333,85.1833,79.48,28,60,18.37,broken clouds
440,Marzuq,YE,14.4,46.4667,90.45,5,1,13.31,clear sky
441,Santa Cruz,BO,-17.8,-63.1667,66.25,59,75,20.71,broken clouds
442,Axim,GH,4.8699,-2.2405,85.68,66,100,7.92,overcast clouds
443,Broome,US,42.2506,-75.833,63.07,89,100,3.44,overcast clouds
444,Plastun,RU,44.7561,136.2939,48.63,82,86,3.69,overcast clouds
445,Mecca,SA,21.4267,39.8261,113.25,4,0,5.64,clear sky
446,Baglung,NP,28.2719,83.5898,81.93,47,79,3.06,light rain
447,Bom Jesus Da Lapa,BR,-13.255,-43.4181,83.05,46,100,0.85,overcast clouds
448,Palora,EC,-1.7,-77.9333,68.11,93,91,2.28,overcast clouds
449,Tanout,NE,14.9709,8.8879,99.7,7,0,16.51,clear sky
450,Kudat,MY,6.8837,116.8477,82.33,89,20,0.0,few clouds
451,Trindade,BR,-16.6494,-49.4889,67.75,72,41,4.25,scattered clouds
452,Padang,ID,-0.9492,100.3543,80.65,84,92,1.43,light rain
453,Jasper,US,37.2001,-94.3502,57.54,94,0,3.44,clear sky
454,Terrace,CA,54.5163,-128.6035,46.31,100,100,11.5,light intensity shower rain
455,Maragogi,BR,-9.0122,-35.2225,81.55,81,93,8.14,overcast clouds
456,Olinda,BR,-8.0089,-34.8553,80.33,89,40,3.44,scattered clouds
457,Mehran,IR,33.1222,46.1646,94.28,11,0,22.12,clear sky
458,Jining,CN,35.405,116.5814,70.52,14,21,2.91,few clouds
459,Turukhansk,RU,65.8167,87.9833,49.32,80,100,13.35,overcast clouds
460,Groningen,NL,53.25,6.75,76.01,45,100,6.91,overcast clouds
461,Tigil,RU,57.8,158.6667,42.57,78,100,7.2,overcast clouds
462,Behshahr,IR,36.6923,53.5526,93.15,20,2,9.37,clear sky
463,Manta,EC,-0.95,-80.7333,74.98,83,75,9.22,broken clouds
464,Aguimes,ES,27.9054,-15.4461,71.65,64,20,15.01,few clouds
465,West Wendover,US,40.7391,-114.0733,56.41,47,0,3.44,clear sky
466,Tolaga Bay,NZ,-38.3667,178.3,58.53,90,19,3.89,few clouds
467,Lerici,IT,44.0759,9.9112,75.45,64,20,3.0,few clouds
468,Salinopolis,BR,-0.6136,-47.3561,81.86,84,92,10.0,overcast clouds
469,Shingu,JP,33.7333,135.9833,57.9,88,100,4.34,overcast clouds
470,Westport,US,41.1415,-73.3579,67.3,94,40,3.44,scattered clouds
471,Makubetsu,JP,45.3714,141.8211,47.88,78,10,16.67,clear sky
472,Ovalle,CL,-30.5983,-71.2003,56.62,82,0,0.51,clear sky
473,Namibe,AO,-15.1961,12.1522,74.03,68,0,12.66,clear sky
474,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,71,75,7.0,broken clouds
475,Netanya,IL,32.3329,34.8599,78.04,62,97,9.01,overcast clouds
476,Maroantsetra,MG,-15.4333,49.7333,77.77,74,71,10.74,light rain
477,Mandera,KE,3.9366,41.867,90.32,41,85,16.37,overcast clouds
478,Gemena,CD,3.25,19.7667,90.81,45,34,3.91,light rain
479,Riohacha,CO,11.5444,-72.9072,80.71,78,75,4.61,broken clouds
480,Nemuro,JP,43.3236,145.575,43.66,85,47,11.56,scattered clouds
481,Sumbe,AO,-11.2061,13.8437,82.4,74,40,10.36,scattered clouds
482,Makakilo City,US,21.3469,-158.0858,73.72,75,100,5.75,overcast clouds
483,Fort-Shevchenko,KZ,44.5086,50.263,63.9,73,95,14.14,overcast clouds
484,Beaumont,US,30.0861,-94.1019,75.18,94,0,5.75,clear sky
485,Manado,ID,1.487,124.8455,81.37,83,40,2.3,scattered clouds
486,Muli,MV,2.9167,73.5667,83.53,80,100,18.54,overcast clouds
487,Myanaung,MM,18.2833,95.3167,92.05,50,67,12.48,broken clouds
488,Hay River,CA,60.8156,-115.7999,42.78,65,11,8.05,few clouds
489,Kangaatsiaq,GL,68.3065,-53.4641,21.7,84,32,7.27,scattered clouds
490,Alamosa,US,37.4695,-105.87,39.18,65,0,6.91,clear sky
491,Kamenka,RU,51.3223,42.7678,56.14,61,85,18.52,overcast clouds
492,Kemin,KG,42.7846,75.6892,67.87,57,33,5.99,scattered clouds
493,El Alto,PE,-4.2714,-81.2147,66.2,78,89,9.84,overcast clouds
494,Vostok,RU,46.4856,135.8833,39.83,62,41,6.82,scattered clouds
495,Turbat,PK,26.0023,63.044,108.46,4,0,12.1,clear sky
496,Alyangula,AU,-13.8483,136.4192,76.26,67,21,8.41,few clouds
497,Kysyl-Syr,RU,63.8986,122.7617,31.91,85,100,3.24,overcast clouds
498,Saint-Georges,GD,12.0564,-61.7485,82.08,83,40,20.71,scattered clouds
499,Taguatinga,BR,-12.3857,-46.5711,84.31,43,96,2.48,overcast clouds
500,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,83.08,55,3,1.66,clear sky
501,Vila Velha,BR,-20.3297,-40.2925,76.95,73,0,10.36,clear sky
502,Cornwall,CA,45.0181,-74.7281,65.84,100,0,0.0,clear sky
503,Kushima,JP,31.4583,131.2333,58.75,87,100,1.99,light rain
504,Kushiro,JP,42.975,144.3747,50.95,62,20,12.66,few clouds
505,Kisangani,CD,0.5167,25.2,91.29,48,55,1.7,light rain
506,Poum,NC,-20.2333,164.0167,76.71,78,12,15.1,few clouds
507,The Valley,AI,18.217,-63.0578,82.09,74,20,17.27,few clouds
508,Boffa,GN,10.1667,-14.0333,93.51,58,100,6.73,overcast clouds
509,Angatuba,BR,-23.4897,-48.4128,62.26,87,31,5.28,scattered clouds
510,Adeje,ES,28.1227,-16.726,75.22,61,20,11.5,few clouds
511,Dumka,IN,24.2667,87.25,108.81,12,35,8.86,scattered clouds
512,Afantou,GR,36.2935,28.1623,78.51,50,20,13.8,few clouds
513,Zvishavane,ZW,-20.3267,30.0665,68.34,46,58,12.8,broken clouds
514,Manay,PH,7.215,126.5397,78.6,86,87,2.42,overcast clouds
515,Atasu,KZ,48.6814,71.6433,78.12,24,74,11.63,broken clouds
516,Neuquen,AR,-38.9516,-68.0591,26.49,93,0,0.0,clear sky
517,Caceres,ES,39.522,-6.3748,76.51,33,37,8.05,scattered clouds
518,Valparaiso,CL,-33.0393,-71.6273,54.48,85,100,3.44,mist
519,Mbandaka,CD,0.0487,18.2603,89.19,53,45,3.6,scattered clouds
520,Tilbury,GB,51.4625,0.3586,68.77,72,82,15.99,broken clouds
521,Acapulco,MX,16.8634,-99.8901,76.82,73,75,3.44,broken clouds
522,Annau,TM,37.8876,58.516,90.9,21,0,9.22,clear sky
523,Lata,PT,40.1629,-8.3327,70.92,58,92,9.95,overcast clouds
524,Bubaque,GW,11.2833,-15.8333,79.83,80,94,7.45,overcast clouds
525,Micula,RO,47.9,22.95,77.65,49,29,6.08,scattered clouds
526,Longmont,US,40.1672,-105.1019,58.15,69,0,3.44,clear sky
527,Paamiut,GL,61.994,-49.6678,33.84,67,1,14.43,clear sky
528,Port Blair,IN,11.6667,92.75,83.17,76,100,11.99,light rain
529,Gazanjyk,TM,39.2446,55.5154,92.97,12,2,15.05,clear sky
530,Salihorsk,BY,52.7876,27.5415,57.0,46,23,13.04,few clouds
531,Tiznit,MA,29.5833,-9.5,76.62,30,0,8.23,clear sky
532,Doha,QA,25.2867,51.5333,106.11,23,0,11.5,clear sky
533,Codrington,AU,-38.2667,141.9667,50.32,78,52,11.14,broken clouds
534,Akyab,MM,20.15,92.9,86.04,75,32,7.96,scattered clouds
535,Kharovsk,RU,59.9642,40.1912,53.15,85,100,7.07,light rain
536,Totness,SR,5.8833,-56.3167,79.81,88,100,10.27,overcast clouds
537,Bonnyville,CA,54.2668,-110.735,49.32,75,73,10.63,broken clouds
538,Rocha,UY,-34.4833,-54.3333,51.04,89,81,17.47,broken clouds
539,Gorele,TR,41.0308,39.0031,63.45,67,54,5.82,broken clouds
540,Svetlaya,RU,46.5389,138.3297,44.19,87,73,7.52,broken clouds
541,Lakhdenpokhya,RU,61.5198,30.1992,49.75,71,100,8.99,overcast clouds
542,Nome,US,64.5011,-165.4064,35.67,76,0,11.5,clear sky
543,Vao,NC,-22.6667,167.4833,74.08,77,19,18.5,few clouds
544,Henties Bay,NA,-22.116,14.2845,73.42,51,3,5.86,clear sky
545,High Wycombe,GB,51.6291,-0.7493,71.11,74,92,1.01,overcast clouds
546,Balabac,PH,7.9868,117.0645,83.43,73,99,0.63,overcast clouds
547,Lasa,IT,46.6166,10.7002,72.36,74,73,2.06,broken clouds
548,Tamuin,MX,21.9833,-98.75,72.03,88,0,1.14,clear sky
549,Ponta Delgada,PT,37.7333,-25.6667,63.5,63,20,17.27,few clouds
550,Port Hardy,CA,50.6996,-127.4199,44.78,87,75,12.66,light intensity shower rain
551,Sumter,US,28.7086,-82.0831,68.95,81,0,3.13,clear sky
552,Manbij,SY,36.5281,37.9549,82.62,21,0,18.48,clear sky
553,Shenkursk,RU,62.1091,42.896,62.19,46,99,8.63,overcast clouds
554,Linjiang,CN,41.8069,126.9078,46.17,93,53,3.44,broken clouds
555,Grand Bank,CA,47.0999,-55.765,43.99,84,100,5.23,overcast clouds
556,Melo,UY,-32.3667,-54.1833,48.96,73,19,14.67,few clouds
557,Mizdah,LY,31.4451,12.9801,89.78,13,61,2.71,broken clouds
558,Kirakira,SB,-10.4544,161.9205,79.23,82,75,3.94,broken clouds
559,Nhulunbuy,AU,-12.2333,136.7667,77.61,73,75,3.44,broken clouds
560,Clyde,US,41.3042,-82.9752,55.18,93,100,8.57,overcast clouds
561,Rock Springs,US,41.5875,-109.2029,47.64,42,0,0.0,clear sky
562,Znamenka,RU,52.4167,41.4311,54.64,64,86,14.61,light rain
563,Vanimo,PG,-2.6741,141.3028,80.17,83,68,4.16,broken clouds
564,Rawson,AR,-43.3002,-65.1023,46.33,76,20,0.2,few clouds
565,Barabai,ID,-2.5833,115.3833,76.42,95,81,2.37,broken clouds
566,San Andres,CO,12.5847,-81.7006,77.02,100,75,5.75,broken clouds
567,Camacha,PT,33.0833,-16.3333,69.22,73,20,8.05,few clouds
568,Nouakchott,MR,18.0858,-15.9785,105.73,18,92,16.51,overcast clouds
569,Madhugiri,IN,13.6606,77.2092,89.46,42,93,2.93,overcast clouds
570,George,ZA,-33.963,22.4617,83.75,16,0,3.44,clear sky
571,Chivasso,IT,45.1894,7.8872,83.34,53,40,5.75,scattered clouds
572,Devonport,AU,-41.1667,146.35,49.08,83,59,15.19,broken clouds
573,Japura,ID,-0.3167,102.35,77.14,95,98,3.67,moderate rain
574,Rauma,FI,61.1272,21.5113,50.04,67,3,18.19,clear sky
575,Poltavka,RU,54.3663,71.7632,77.68,26,99,19.06,overcast clouds
576,Edson,CA,53.5835,-116.4356,39.34,70,0,4.61,clear sky
577,Phan Thiet,VN,10.9333,108.1,81.0,85,96,5.68,overcast clouds
578,Porto Velho,BR,-8.7619,-63.9039,77.05,94,75,0.0,light rain
579,Riviere-Au-Renard,CA,48.9957,-64.3971,43.09,98,100,11.83,light rain
580,Abu Samrah,SY,35.3029,37.1841,81.93,28,66,14.43,broken clouds
581,Seymchan,RU,62.8833,152.4333,36.21,83,23,4.03,few clouds
582,Vomp,AT,47.3333,11.6833,73.98,57,62,3.11,light rain
583,Birin,NP,26.8865,88.0718,67.62,80,36,0.69,scattered clouds
584,Ahuimanu,US,21.4447,-157.8378,74.91,78,40,5.75,scattered clouds
585,Goderich,CA,43.7501,-81.7165,50.92,93,100,5.75,heavy intensity rain
586,Havoysund,NO,70.9963,24.6622,37.63,76,100,16.13,overcast clouds
587,Poplar Bluff,US,36.757,-90.3929,60.53,87,0,5.75,clear sky
588,Bonthe,SL,7.5264,-12.505,86.31,67,100,5.48,light rain
589,Chumikan,RU,54.7183,135.315,34.57,86,100,4.05,overcast clouds
590,Hami,CN,42.8,93.45,82.76,4,100,10.25,overcast clouds
591,Santiago Del Estero,AR,-27.7951,-64.2615,54.12,61,98,6.78,overcast clouds
592,Fairbanks,US,64.8378,-147.7164,38.61,90,100,6.91,moderate rain
593,Corner Brook,CA,48.9667,-57.9484,41.16,65,78,3.36,broken clouds
594,Uray,RU,60.1247,64.7758,62.78,45,83,4.52,broken clouds
595,Kulhudhuffushi,MV,6.6221,73.07,82.89,79,100,23.73,light rain
596,Longjiang,CN,47.3303,123.1836,60.06,28,48,9.01,scattered clouds
597,Ventanas,EC,-1.45,-79.4667,72.84,96,99,4.12,light rain
598,Shellbrook,CA,53.2168,-106.4011,33.03,83,82,6.31,broken clouds
599,Marsh Harbour,BS,26.5412,-77.0636,77.59,82,99,6.51,overcast clouds
600,Kemijarvi,FI,66.7131,27.4306,40.71,93,100,5.64,light rain
601,Fez,MA,34.0372,-4.9998,80.85,38,0,6.91,clear sky
602,Kamina,CD,-8.7386,24.9906,81.75,39,1,5.53,clear sky
603,Chulman,RU,56.8479,124.9104,22.37,94,96,3.44,overcast clouds
604,Izhma,RU,65.0083,53.9113,39.49,95,100,5.35,overcast clouds
605,Burns Lake,CA,54.2331,-125.7533,42.22,99,100,3.0,overcast clouds
606,Oranjestad,AW,12.524,-70.027,80.55,78,20,21.85,few clouds
607,Polur,IN,12.5,79.1333,90.63,59,96,3.29,overcast clouds
608,Greenwood,US,34.1668,-82.1165,67.62,58,0,4.61,clear sky
609,Nantucket,US,41.2835,-70.0995,54.14,98,100,9.22,fog
610,Baker City,US,44.7749,-117.8344,51.64,92,0,0.0,clear sky
611,Salta,AR,-24.7859,-65.4117,49.57,87,100,4.61,light intensity drizzle
612,Mahon,ES,39.8885,4.2658,73.96,68,20,13.8,few clouds
613,Zverinogolovskoye,RU,54.4586,64.8542,64.35,53,90,18.86,overcast clouds
614,Varhaug,NO,58.6147,5.6457,65.86,74,95,19.75,overcast clouds
615,Olenino,RU,56.2092,33.4889,49.03,67,74,14.03,light rain
616,Moree,AU,-29.4667,149.85,62.17,70,7,11.16,clear sky
617,Coahuayana,MX,18.7333,-103.6833,71.69,61,51,2.84,broken clouds
618,Amahai,ID,-3.3333,128.9167,80.29,85,50,3.53,scattered clouds
619,Temba,ZA,-25.3803,28.2631,68.02,34,15,6.46,few clouds
620,Hofn,IS,64.2539,-15.2082,51.82,76,100,11.5,overcast clouds
621,Kalmunai,LK,7.4167,81.8167,86.95,68,76,6.51,broken clouds
622,Yulara,AU,-25.2406,130.9889,66.69,36,52,8.86,broken clouds
623,Inongo,CD,-1.95,18.2667,78.98,73,56,0.56,light rain
624,Tura,IN,25.5198,90.2201,76.24,93,78,4.56,broken clouds
625,Bilma,NE,18.6853,12.9164,94.48,8,0,8.1,clear sky
626,Kupang,ID,-10.1667,123.5833,78.22,83,15,5.28,few clouds
627,Guaruja,BR,-23.9931,-46.2564,69.66,94,75,0.0,broken clouds
628,Tombouctou,ML,20.0,-3.0,106.2,6,10,13.29,clear sky
629,Mayakonda,IN,14.2833,76.0833,90.21,45,89,8.52,light rain
630,Baykit,RU,61.67,96.37,61.65,64,100,7.0,overcast clouds
631,Mujiayingzi,CN,42.1167,118.7833,60.87,22,86,7.45,overcast clouds
632,Nouadhibou,MR,20.931,-17.0347,87.78,37,87,12.66,overcast clouds
633,North Bend,US,43.4065,-124.2243,52.25,96,100,5.75,overcast clouds
634,Lima,PE,-12.0432,-77.0282,60.91,85,20,6.91,few clouds
635,Saint Anthony,US,45.0205,-93.218,56.03,76,20,5.75,few clouds
636,Pundaguitan,PH,6.3711,126.1689,82.94,76,94,8.03,overcast clouds
637,Katastarion,GR,37.8333,20.7667,78.69,69,20,8.05,few clouds
638,Caucaia,BR,-3.7361,-38.6531,85.3,85,40,9.22,scattered clouds
639,Cao Bang,VN,22.6667,106.25,66.63,85,95,1.43,overcast clouds
640,Wanaka,NZ,-44.7,169.15,47.73,90,42,6.15,scattered clouds
641,La Peca,PE,-5.6111,-78.435,65.35,94,91,0.36,overcast clouds
642,Virginia Beach,US,36.8529,-75.978,71.65,87,20,9.22,few clouds
643,Redondo,PT,38.6487,-7.5471,77.41,36,4,8.21,clear sky
644,Zaykovo,RU,57.5613,62.7568,64.18,48,100,5.1,overcast clouds
645,Humaita,BR,-7.5061,-63.0208,76.05,95,100,2.37,overcast clouds
646,Tsybuliv,UA,49.0766,29.8461,60.58,52,43,12.03,scattered clouds
647,Yuxia,CN,34.0615,108.6291,75.81,36,0,9.46,clear sky
648,Huainan,CN,32.6264,116.9969,72.43,32,42,13.67,scattered clouds
649,Vestmannaeyjar,IS,63.4427,-20.2734,49.19,81,75,27.63,broken clouds
650,Abrau-Dyurso,RU,44.69,37.59,69.26,60,40,10.29,scattered clouds
651,Atar,MR,20.5169,-13.0499,105.78,10,60,16.6,broken clouds
652,Nokaneng,BW,-19.6667,22.2667,81.19,24,1,12.68,clear sky
653,Mumford,GH,5.2618,-0.759,84.09,72,66,11.18,broken clouds
654,Novaya Zaimka,RU,56.4857,66.9241,60.84,70,92,11.83,light rain
655,Dawei,MM,14.0833,98.2,78.75,86,99,2.89,overcast clouds
656,Livingston,GB,55.9029,-3.5226,52.48,94,100,13.8,overcast clouds
657,Novikovo,RU,51.1537,37.8879,58.03,50,51,15.66,broken clouds
658,Maraa,BR,-1.8333,-65.3667,73.49,97,100,1.63,overcast clouds
659,Bonavista,CA,48.6499,-53.1147,37.62,80,78,5.01,broken clouds
660,Altay,CN,47.8667,88.1167,61.29,57,82,2.04,moderate rain
661,Mosquera,CO,4.7059,-74.2302,53.69,87,40,4.61,light intensity drizzle
662,Lazaro Cardenas,MX,17.9583,-102.2,74.12,75,74,3.94,broken clouds
663,Gambela,ET,8.25,34.5833,91.09,43,43,4.5,light rain
664,Capinopolis,BR,-18.6819,-49.5697,67.89,88,99,5.48,overcast clouds
665,Karlstad,SE,59.3793,13.5036,54.16,35,0,8.05,clear sky
666,Bandarbeyla,SO,9.4942,50.8122,92.71,47,99,27.29,overcast clouds
667,Kodinsk,RU,58.6881,99.1844,60.89,74,100,8.37,overcast clouds
668,Ormara,PK,25.2088,64.6357,86.41,60,0,27.0,clear sky
669,Zeya,RU,53.75,127.2667,36.41,97,100,6.82,moderate rain
670,Faya,SA,18.3851,42.4509,86.11,5,0,11.74,clear sky
671,Mersing,MY,2.4312,103.8405,76.91,88,40,6.91,scattered clouds
672,Isla Vista,US,34.4133,-119.861,59.02,81,0,4.61,clear sky
673,Tarauaca,BR,-8.1614,-70.7656,73.74,99,99,0.47,overcast clouds
674,Kaohsiung,TW,22.6163,120.3133,68.04,95,100,8.05,overcast clouds
675,Markala,ML,13.7021,-6.0659,101.46,5,34,3.87,scattered clouds
676,Porkhov,RU,57.765,29.5561,55.72,42,82,13.58,broken clouds
677,Stornoway,GB,58.2093,-6.3865,52.03,85,40,18.41,scattered clouds
678,Dalby,AU,-27.1833,151.2667,68.99,92,52,10.13,broken clouds
679,Voyvozh,RU,62.892,54.9635,49.57,73,95,8.01,overcast clouds
680,Zychlin,PL,52.244,19.6261,68.34,43,56,2.89,broken clouds
681,Yerbogachen,RU,61.2767,108.0108,56.46,57,45,6.78,scattered clouds
682,Hamada,JP,34.8833,132.0833,57.42,62,99,6.44,overcast clouds
683,Thinadhoo,MV,0.5333,72.9333,84.25,72,97,18.14,overcast clouds
684,Auki,SB,-8.7676,160.7034,78.21,84,23,2.21,few clouds
685,Moshupa,BW,-24.7782,25.4155,72.03,42,63,9.75,broken clouds
686,Kaura Namoda,NG,12.5898,6.5779,102.9,9,37,10.58,scattered clouds
687,San Carlos De Bariloche,AR,-41.1456,-71.3082,28.15,74,0,6.91,clear sky
688,Springdale,US,36.1867,-94.1288,61.5,96,40,5.75,scattered clouds
689,Bahia De Caraquez,EC,-0.6,-80.4167,75.38,89,100,9.6,light rain
690,Upington,ZA,-28.4478,21.2561,82.78,28,0,13.8,clear sky
691,Guiren,CN,33.6697,118.1889,68.49,30,22,9.46,few clouds
692,Luganville,VU,-15.5333,167.1667,77.76,83,76,9.37,broken clouds
693,San Carlos,VE,9.6612,-68.5827,82.09,64,99,3.06,overcast clouds
694,Dolgorukovo,RU,52.3195,38.3453,55.02,55,72,14.97,light rain
695,Seoul,KR,37.5683,126.9778,67.39,51,0,11.5,clear sky
696,Ranong,TH,9.9658,98.6348,84.13,86,100,5.19,overcast clouds
